cell,dates,nums_cr,pages_table_start,line_order,title
Donner les directives sur les interventions entreprises selon planning,['15-03-2011'],"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]","[4, 11, 19, 27, 36, 46, 55, 64, 78, 99, 120, 134, 153, 165, 177, 188, 204, 215, 226, 238, 250, 260]",6,OPC
"Donner les directives à JMS lors de votre réunion pour la déplantation des arbres sur le site. La CAPH récupère les arbres et devra être
présente pour réceptionner les arbres déplantés ",['15-03-2011'],"[1, 2, 3, 4]","[4, 11, 19, 27]",2,OPC
Définir et transmettre le circuit de diffusion et d’approbation des documents ,['15-03-2011'],"[1, 2, 3, 4]","[4, 11, 19, 27]",4,OPC
"Planning diffusé ce jour pour approbation ou remarques des entreprises avant le 18 Juillet 2011 ; passé ce délais, sans remarques des
entreprises le planning TCE sera notifié par OS et réputé contractuel ",['07-07-2011'],"[16, 17, 18, 19, 20, 21, 22]","[188, 204, 215, 226, 238, 250, 260]",3,OPC
"30/06/11 Prévoir réunion avec les pompiers en septembre
01/09/11Mettre les plans de charpente sur serveur et tenir informées par mail les entreprises de chaque mise à jour sur serveur 
Mettre à jour les plan charpente /couverture avec dimensionnement des lanterneaux 
Faire fiche observation sur dossier bardage ",['27-11-2011'],"[25, 26, 29, 30]","[292, 303, 323, 334]",4,OPC
"Attention pour essais efficacité désenfumage faire convocations : SOJA – COEXIA- BOUYGUES – EIFFAGE – PMN – SSI – POMPIERS (via
invitation MO) - BC ",['29-08-2013'],"[80, 81, 82, 83, 84]","[729, 743, 758, 772, 787]",2,OPC
Faire fiche observation sur plan calepinage bac acier de STEREC,['08-09-2011'],"[25, 26, 29, 30]","[292, 303, 323, 334]",7,OPC
"Fournir :
  plan des réseaux des drainages en épis sous l’emprise du bâtiment, le GO coule les plages et doit donc intervenir au niveau des galeries 
techniques : FAIT 
plan d’implantation des caméras de vidéosurveillance 
Une signalétique particulière devra être mentionnée sur le local refuge : « accès handicapé » 
PMN en attente retour sur choix échantillons proposés notamment : quincailleries : mat brillant ou satiné ? ",['08-09-2011'],"[25, 26, 29, 30]","[292, 303, 323, 334]",13,OPC
Gérer l’interface entre COLAS et SONDEFOR lors de la réalisation des enrobés et des premiers coulage de pieux,['12-04-2011'],"[5, 6, 7, 8, 9, 10, 11, 12]","[36, 46, 55, 64, 78, 99, 120, 134]",2,OPC
Prendre connaissance et répondre au CR  de D&H PAYSAGES du 10/05/10,['10-05-2010'],"[8, 9, 10, 11, 12]","[64, 78, 99, 120, 134]",3,OPC
RAS,['28-06-2012'],"[59, 60, 61, 62, 63, 64, 67, 68, 69, 70, 71, 72, 72, 75, 76, 77, 78, 79]","[426, 442, 458, 472, 486, 499, 527, 540, 554, 573, 592, 608, 626, 660, 677, 690, 703, 716]",1,OPC
Recalage planning à prévoir au sortir des intempéries,['09-02-2012'],"[31, 32]","[345, 358]",1,OPC
Répondre remarque BC sur profondeur eau dans pédiluve FAIT,['01-09-2011'],"[25, 26, 29, 30]","[292, 303, 323, 334]",6,OPC
Transmettre planning TCE,['16-06-2011'],"[13, 14, 15]","[153, 165, 177]",2,OPC
"Annule et remplace la précédente, suite à réunion avec l‘architecte. 
Désenfumage des vestiaires individuels 
La surface au sol des vestiaires individuels, relevée sur le tableau de surfaces du DCE, est de 270 m². 
La surface utile des ouvrants de désenfumage est au minimum de 1/200ème  de la surface ci-dessus, soit 1,35 m² 
Le skydome a une taille de 1,20m x 1,20m, soit 1,44 m², ce qui est conforme. 
Les entrées d’air doivent donc avoir au total une taille au moins égale à la taille de cette évacuation. 
Les grilles doivent avoir une surface utile de 1,44 m². 
La dimension brute de l’entrée d’air du coin bébé est de 0,50 m² ; 
Les entrées d’air sous les porte-habits du coin beauté sont doublées, à 2 x 1,30 m x 0,40 m, soit 1,04 m² ; 
L’entrée d’air du rangement fauteuils roulants est doublée, à 2 m x 0,50 m, soit 1 m². 
Surface brute totale 2,54 m². 
Pour obtenir la surface utile définie plus haut de 1,44 m² les grilles auront environ 60% de surface libre. 
Les gaines auront au minimum la taille des ouvrants qu’elles alimentent, ce qui signifie que la grille des entrées d’air agrandies sera doublée 
elle aussi. ",['01-09-2011'],"[19, 20]","[226, 238]",67,BET STRUCTURE
"Communauté d’Agglomération des Portes du Hainaut – Construction d’un Centre Aquatique à St Amand Les Eaux – CR MOE N° 59 
 du 10/01/13 ",['18-10-2012'],"[59, 60, 61, 62, 63, 64]","[426, 442, 458, 472, 486, 499]",11,BET STRUCTURE
"Fiches observations à faire sur le mode constructif transmis par TOMMASINI, en rappel nous n’acceptons pas de variante, pas de préfa sur 
le site si non prévue à la base. Exemple gradin et escaliers.. ",['29-03-2011'],"[3, 4, 5, 6, 7]","[19, 27, 36, 46, 55]",11,BET STRUCTURE
"Nous faisons suite à vos réponses sur la mise en place de renforts suite aux nécessitées de découpe de certains voiles BA : 
• 
Nous vous demandons l’étude de la mise en place d’un fer U à mettre en place dans l’épaisseur des voiles. 
• 
Pour les deux percements suite au déplacement des gaines de soufflage du hall des bassins et pour l’ajout d’un désenfumage dans la
circulation des vestiaires groupe 
fait ",['08-11-2012'],"[59, 60, 61, 62, 63, 64, 67, 68]","[426, 442, 458, 472, 486, 499, 527, 540]",21,BET STRUCTURE
"Nous sommes dans l’attente de vos dimensionnements sur les cadres métallique à mettre en place dans les percements en remplacement des
plats carbones ",['29-11-2012'],"[59, 60, 61, 62, 63, 64, 67, 68]","[426, 442, 458, 472, 486, 499, 527, 540]",24,BET STRUCTURE
"Nous supprimons l’étanchéité des gradins, il n’y aura donc pas de pente à créer sous ces derniers, attention le carrelage sera sceller sur cette 
zone donc prévoir réservation entre 5 et 6 CM sur le dessus, les élévations des murets ne sont pas concernés par ce mode de pose, acre en 
collés ",['30-06-2011'],"[15, 16, 17, 18]","[177, 188, 204, 215]",19,BET STRUCTURE
"POINT STEREC sur potelet de ligne de vie 
Les potelets font 400 mm de haut en standard. 
L’effort maxi en extrémité, en tète de potelets et dans l’axe du câble est de 1400 daN. 
Sur les grandes longueurs ou avec des absorbeurs d’énergie sur les petites longueurs, nous sommes en mesure d’abaisser ces efforts à 1000 
daN. 
STEREC NORD PICARDIE 
+ PLAN IMPLANTATION ",['25-08-2011'],"[18, 19]","[215, 226]",49,BET STRUCTURE
Page 5 sur 13 ,['18-10-2012'],"[59, 60, 61, 62, 63, 64]","[426, 442, 458, 472, 486, 499]",13,BET STRUCTURE
"RAPPEL URGEN T : transmettre plan des massifs support de charpente pour intégration des platines de pré scellement, et intégration des 
DEP ",['30-06-2011'],"[15, 16, 17, 18]","[177, 188, 204, 215]",24,BET STRUCTURE
Rappel sur les descentes de Charge à SONDEFOR= plan implantation ,['05-04-2011'],"[4, 5, 6, 7]","[27, 36, 46, 55]",15,BET STRUCTURE
Reprendre et fournir les plans suite rehausse du local PAC,['15-09-2011'],"[21, 22, 23]","[250, 260, 271]",6,BET STRUCTURE
Revoir l’implantation du chrono sur les MR! à mettre en oeuvre sur voiles BA,['08-09-2011'],"[21, 22, 23]","[250, 260, 271]",4,BET STRUCTURE
"Répondre aux remarque du BC suite ADEX 11 
Faisant suite à votre bordereau réponses reprenant les plans ST116, ST234 et ST235 suivant nos observations 
reprises dans notre ADEX n°11, veuillez trouver ci-après nos remarques : 
- Plan ST 116 : ---> observations maintenues concernant les escaliers : absence d'informations sur plan 
concernant les hauteurs de marches et girons. 
- Plan ST 234 : ---> observations maintenues concernant les pédiluves : absence d'informations sur plan , nous 
rappelons que la profondeur des pédiluves ne doit pas excéder 15 cm selon article X 8. 
- Plan ST 235 : ---> observations maintenues : absence d'informations sur plan. ",['01-09-2011'],"[19, 20]","[226, 238]",26,BET STRUCTURE
"Réponse Mr KIEFER à SICRE 
OCTANT confirme que la hauteur d’eau au niveau du bassin sportif sera de 2.00m constant 
OCTANT confirme que sur le bassin ludique, il s’agit de profondeur d’eau  
OCTANT valide également la modification de hauteur d’eau à 0.60 en bas de l’escalier d’accès au bassin ludique (au lieu de 0.45) ainsi que 
la modification de la profondeur d’eau à 1.14/1.16 sur l’autre escalier d’accès (côté plages) 
Le plan sera modifié en conséquence. ",['26-04-2011'],"[6, 7, 8, 9, 10, 11, 12, 13, 14]","[46, 55, 65, 78, 99, 120, 134, 153, 165]",24,BET STRUCTURE
"Réservation SOJA à prendre en compte, une gaine technique est nécessaire dans l’entrée des groupe, à prendre en compte sur les plans 
structure ",['24-05-2011'],"[10, 11, 12, 13, 14]","[99, 120, 134, 153, 165]",18,BET STRUCTURE
"Suite au point fait ce jour en présence du BC, transmettre l’analyse du rapport d’implantation des pieux de SONDEFOR et analyser les écart 
et justifier ou non des besoins en longrines de redressement ",['07-07-2011'],"[16, 17, 18, 19]","[188, 204, 215, 226]",30,BET STRUCTURE
"Suite au point fait ce jour sur l’arase inférieur du radier de la cuve d’ultrafiltration, l’arase doit être à 3.30 mètres de l’arase inférieure du 
PHRDJ ",['30-06-2011'],"[15, 16, 17, 18]","[177, 188, 204, 215]",15,BET STRUCTURE
"Sur vos plans de réservation ETDE, et notamment sur les réservations des siphons de sol, au lieu des 14 CM demandés par ETDE, mettre en 
place des réservations de 30X30 CM afin de permettre le calpinage des siphons sur les carreaux de carrelage. Urgent en reprise , le GO étaie 
les planchers ",['25-08-2011'],"[18, 19]","[215, 226]",32,BET STRUCTURE
"Transmettre d’urgence le plan de charpente pour BSM avec copie à BSM le Menuisier aluminium pour synthèse sur l’accroche du mur 
rideau aux pannes de rives 
Mail BSM 
Dans le cadre de l’affaire citée en objet, nous sommes toujours en attente des éléments du bureau d’étude  SICRE ( définition des profils PRS1, 
PRS2, PRS3 et PRS4 ;Assemblages). ",['16-06-2011'],"[13, 14, 15]","[153, 165, 177]",27,BET STRUCTURE
"Transmettre le plan de charpente au lot menuiserie aluminium pour synthèse sur l’accroche en tête de mur rideau sur les pièces de 
charpente ",['24-05-2011'],"[10, 11, 12, 13, 14]","[99, 120, 134, 153, 165]",21,BET STRUCTURE
"Transmettre le plan des platines de pré scellement et massifs de support des poteaux de charpente et massifs de poteaux de charpente avec 
DEP ",['23-06-2011'],"[14, 15, 16, 17, 18]","[165, 177, 188, 204, 215]",35,BET STRUCTURE
Vous annoncez remettre l’intégralité de vos plans EXE Structure pour fin juillet ,['30-06-2011'],"[15, 16, 17, 18]","[177, 188, 204, 215]",21,BET STRUCTURE
Vous demandez le planning présenté par TOMMASINI pour étude des délais de rendu EXE ,['12-04-2011'],"[5, 6, 7]","[36, 46, 55]",19,BET STRUCTURE
"Vous voudrez bien finaliser l’ensemble de vos plans, BSM reçoit encore des plans charpente, est-ce normal, plus de 4 mois avant la fin de la 
période de préparation… ",['20-10-2011'],"[24, 25, 26]","[283, 292, 303]",5,BET STRUCTURE
"Vous êtes en attente d’information concernant les prises de cotations et d’implantation de ces découpes pour calcul des renforts de feraillages,
nous vous transmettrons ces derniers à venir ",['10-01-2013'],"[59, 60, 61, 62, 63, 64, 67, 68]","[426, 442, 458, 472, 486, 499, 527, 540]",27,BET STRUCTURE
ANNOTATIONS ET RAPPEL SICRE A OCTANT SOJA ,['24-05-2011'],[10],[99],28,BET STRUCTURE
"Concernant les découpe des voiles en photos ci-dessus suivant point et demandes du 28/06/12, vous aviez annoncé qu’il n’était pas possible de
découper ces derniers sous réserve qu’ils étaient porteur, hors un des deux voiles n’est absolument pas porteur, c’est pourquoi nous vous invitons à
répondre de nouveau sur nos demandes ",['18-10-2012'],"[59, 60, 61, 62]","[426, 442, 458, 472]",8,BET STRUCTURE
"DEMANDE GO /confirmer par retour si les écarts constatés sur les pieux 42, 53, 56, 61, 78, 164 sont justifiable au calcul 
REPONSE SONDEFOR/ 
Faisant suite à la réception de vos éléments concernant le recollement des pieux 
de l’affaire citée en objet, certains pieux présentent un excentrement supérieur aux tolérances 
du CCTP, à savoir D/8. Le tableau joint récapitule les écarts constatés et pour les pieux dont 
l’excentrement est supérieur à D/8, la charge et le moment induit par l’excentrement. 
Avec ces valeurs, le calcul par le logiciel Robot bat montre que pour les pieux le 
béton seul suffit à reprendre le moment d’excentrement (section théorique = 0.0cm² - sauf pieu 
53 : 0.9 cm² à comparer à 5 HA 14). Or ces pieux sont tous armés, ils sont donc d’autant plus 
en mesure de reprendre le moment d’excentrement. Il n’y a pas d’adaptation à prévoir. 
Demande OCTANT / SICRE : A valider ",['07-07-2011'],"[16, 17, 18]","[188, 204, 215]",25,BET STRUCTURE
"DEMANDE TOMMASINI / SICRE 
Vous indiquez sur vos plans ""le plan est provisoire pour la préparation du chantier"" : cela veut il dire qu'a ce jour la MOE ne les a pas 
validé 
Comme demandé le jeudi 19/05/11 il est nécessaire que la MOE nous informe quand elle considère le plan BPE ce qui par recoupement avec 
les visas du Bureau de Contrôle nous permettra de lancer en fabrication nos armatures, préfabrication, ouvrages 
Sur vos carnets de longrine le numéro des ouvrages porteurs n'est pas indiqué ce qui ne permet pas de connaitre le sens de pose des 
longrines 
Sauf erreur la loi MOP indique au niveau des éléments préfabriqués ""résultant de la conception que le coffrage et le ferraillage"" est à la 
charge du MOE. Pouvez vous nous confirmer en retour que vous nous établirez bien les plans de préfabrication des longrines comme nous 
les avons indiqués sur nos modes opératoires 
A ce jour le ferraillage tel que vous l'avez conçu ne permet pas de préfabriquer les longrines de part la continuité des armatures inf et sup : 
il y a lieu que nous puissions nous coordonner sur ce point (pour nous les aciers arrêtés à l'axe des pieux devrait être suffisant) 
Concernant les appuis glissant pouvez vous nous indiquer les charges à reprendre afin de pouvoir définir sa nature, ep, .... 
Sur tout vos plans indicé vous ne matérialisé pas par un bullage les modifications apportés ce qui implique que l'analyse de chaque plan 
prend entre 4 et 8 h (verif des ouvrages, des côtes, .....) 
Nous vous remercions donc de nous renvoyer tous les plans indicés avec un bullage de chaque modification comme cela est d'usage 
Concernant les massifs de têtes de pieux nous n'avons pas le carnet de ferraillage actualisé suite à la dernière note de calcul de Sondefor 
Vous indiquez des n° de coupes sur vos plans mais ne les avons pas ce qui complique l'analyse de vos plans 
Nous vous remercions de bien vouloir nous diffuser les coupes correspondantes 
Les JD sont difficile à localiser sur vos plans et nécessiterait quelques détails lorsqu'il ne sont pas filant comme cela semble être le cas entre 
le bassin Ludique et le Hall (le JD semble se décaler dans le plancher) 
Concernant les canalisations vous n'avez indiquez : 
aucun fil d'eau  
diamètre 
aucune réservation dans les longrines 
nous vous rappelons que l'usage veut que la génératrice supérieure démarre 5 cm sous la dalle béton  
Sur vos plans vous avez identifié les zones de surcharges avec des lettre sauf à certain endroit ou vous indiqué un ""."" et une charge : que doit 
on conclure de cette représentation 
Concernant votre plan ST 110 ind B du 02/05 
il y a un rectangle de dessiné à proximité des pieux 153/154/159 : a quoi cela correspond il ? 
il y a 2 siphons de sol non raccordé à proximité de la PV 69 
La dalle entre L5/L8 et L6/PV7 est passé de -1.80 à niveau variable de - 2 à 2.69 ce qui n'est pas sans incidence pour nous puisque : 
Ouvrage + grand 
Dalle + compliqué 
Fondation de grue baissé de 79 cm ce qui fait que nous n'avons plus la distance de sécurité entre les 2 flèches de grues (nous devons donc 
rajouter un fut sur la G1) 
d'autres observations risques de voir le jour suite aux réponses que vous nous aurez apporté sur les généralités ci dessus 
Concernant votre plan ST 201 ind A : 
Les attentes des poteaux ne sont pas représentés sur les longrines 
Pourquoi n'avez vous pas indiqué des stabox alors que nous cela ne semblait pas vous poser de problème lors de notre entrevue du 12/4/11 
avec Monsieur SICRE et du 15/04/11 avec vous mêmes 
Comment est repris la longrine L175 et 65 sur la L13 (pas d'impact de dessiné, pas de réservations) 
dito L11 et L 79 sur L14 / L27 sur L 21 / L 26 sur L 22 / L 25 sur L24 / L 59 sur L65 / L62 sur L70 / L 61 sur L75 / L175 sur L10 
Sur la L69 il n'y a pas de goujons CRETT 
Concernant les butons B1 à B18 les cadres ont bien été indiqués non soudés par contre vous avez conservés des crosses dans les PV ce qui ne 
permet pas de faire les butons après les PV. N'étant qu'en compression nous avions envisagé ensemble le 15/04/11 des barres scellés après 
coup. Cela est il tjs possible 
Comment met on les crosses de la L5 dans la PV - voir si scellement chimique convient 
Comment est reprise la L7 sur la L8 et comment met ont les crosses de la L8 dans la PV - voir si scellement chimique possible ",['24-05-2011'],[10],[99],85,BET STRUCTURE
"Désenfumage des vestiaires collectifs 
La surface des vestiaires collectifs est de 142 m². 
La surface utile des ouvrants de désenfumage est au minimum de 1/200ème  de la surface ci-dessus, soit 0,71 m² 
Après consultation de l’architecte, la taille du skydome a été réduite à 1m x 1m. 
Les entrées d’air doivent donc avoir au total une taille au moins égale à la taille de cette évacuation. 
L’entrée d’air prévue par un ouvrant en façade a une surface de 1,14 m² 
Cette valeur est suffisante au regard de la taille du local. ",['01-09-2011'],"[19, 20]","[226, 238]",75,BET STRUCTURE
"Etudier la mise en œuvre de végétalisation sur la toiture courbe de l’accueil, une surcharge de 90 kg est à prendre en considération, dito ci-
dessus, cette demande est urgente pour ne pas retarder l’avancement de la charpente ",['09-02-2012'],"[31, 32]","[345, 358]",8,BET STRUCTURE
François-Régis KUENTZ ,['01-12-2011'],"[29, 30]","[323, 334]",15,BET STRUCTURE
GO annonce oralement les descentes de charges du bardage en terre cuite sur façades et annonce : 42kg/m² ,['05-04-2011'],"[4, 5]","[27, 36]",17,BET STRUCTURE
"Intégrer sur les plans du pédiluve extérieur le socle pour la mise en place des douchettes ETDE, à voir avec Mr KIEFER ",['16-02-2012'],[32],[358],10,BET STRUCTURE
Les entreprises demandent un envoi général des bordereaux et listing des modifications sur vos plans structures ,"['16-06-2011', '23-06-2011']","[14, 15]","[165, 177]",29,BET STRUCTURE
"Merci de vous prononcer sur la faisabilité des réservations que vous avez nommées saignées sur les plans de structures, comment mettre en 
œuvre un découpage ou la mise en place d’une réservation alors que les enrobages sont de 3 cm pour une réservation de 4 cm de profondeur ",['10-11-2011'],[26],[303],10,BET STRUCTURE
"Nous vous demandons de nous informer sur les réservations que vous devez avoir pris en compte sur les gradins suite au changements de 
mode de pose des sols carrelés et sols carrelés sur système d’étanchéité ",['23-06-2011'],[14],[165],32,BET STRUCTURE
Nous vous invitons à vous rendre sur site lors d’une visite de chantier ,['18-10-2012'],"[59, 60, 61, 62, 63, 64, 67]","[426, 442, 458, 472, 486, 499, 527]",4,BET STRUCTURE
"OBS sur ADEX N°11 suite à votre réponse : mr Cason répond :  
- Plan ST 116 : ---> observations maintenues concernant les escaliers : absence d'informations sur plan 
concernant les hauteurs de marches et girons. 
- Plan ST 234 : ---> observations maintenues concernant les pédiluves : absence d'informations sur plan , nous 
rappelons que la profondeur des pédiluves ne doit pas excéder 15 cm selon article X 8. 
- Plan ST 235 : ---> observations maitenues : absence d'informations sur plan. ",['25-08-2011'],[18],[215],41,BET STRUCTURE
"POINT DESENFUMAGE SOJA: 
Dominique Volant,  
Le 5 septembre 2011 ",['01-09-2011'],"[19, 20]","[226, 238]",52,BET STRUCTURE
"Plan ST101 A PL HAUT REZ DE JARDIN : ZONE BASSIN SPORTIF 01/07/2011 04/07/2011 OB 
Fournir l'avis technique des panneaux préfabriqués fixés sur poutres voiles, pour avis 
Plan ST116 0 ETAGE COUPES 29/06/2011 11/07/2011 OB 
Incomplet : absence d'information et de précisions. 
Plan ST222 0 PL HT REZ DE JARDIN ZONE BASSIN LUDIQUE PLAGES 
ARMATURES INFERIEURES 
11/07/2011 13/07/2011 OB 
Fournir avis technique favorable du CSTB des goujons utilisés, pour avis 
Plan ST228 0 PL HT REZ DE CHAUSSEE ETAGE : ZONE BASSIN LUDIQUE 
ELEVATIONS VOILES 
11/07/2011 13/07/2011 OB 
Fournir avis technique favorable du CSTB des goujons utilisés, pour avis 
Plan ST234 0 ARMATURES PEDILUVES 24/06/2011 11/07/2011 OB 
Nous rappelons que la profondeur des pédiluves ne doit pas excéder 15 centimètres 
selon article X8 : à respecter. 
Plan ST235 0 PL HT REZ DE JARDIN - ZONE LOCAUX TECHNIQUES DALLES 
ARMATURES 
07/07/2011 11/07/2011 OB 
Préciser sur plan : hauteurs / girons des escaliers ainsi que les réservations : 
ventilations etc... 
Plan ST237 0 REPARTITION ATTENTES ""HSB"" SUR DALLE BASSE BASSIN ZONE 
BASSIN SPORTIF 
08/07/2011 13/07/2011 OB 
Préciser la nature et caractéristiques de la résine utilisée pour scellements, pour avis ",['21-07-2011'],[17],[204],57,BET STRUCTURE
Point SICRE /  ,['10-05-2010'],"[8, 9]","[65, 78]",39,BET STRUCTURE
Point et observations du Bureau de Contrôle ,['21-07-2011'],[17],[204],32,BET STRUCTURE
"Point synthèse menuiseries intérieures suite à la réception des réservations de PMN: 
Suite au plan de réservation de PMN du 20/05/2011  
Ci-joint plan PDF avec modification réservations portes au niveau des vestiaires 
La porte 56 aura une réservation de 160 maxi au lieu des 172 demandés 
La porte 55 aura une réservation de 168 maxi  au lieu des 172 demandés 
Les portes 46, 47, 48, 49, 50, 51, 52, 53 auront une réservation de 115 
La porte 43 sera une porte tierce avec une réservation de 172       
Le plan sera mis à jour sur le serveur ftp dans la journée du 23/05/2011 avec un indice C ",['17-05-2011'],[9],[78],53,BET STRUCTURE
"Pourriez vous nous indiquer pourquoi les châssis repère 33, 35, 36, 56, et 59, n’ont pas d’imposte, alors que ce sont des châssis coupe feu. ",['21-03-2013'],"[69, 70, 71, 72, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85]","[554, 573, 592, 608, 626, 660, 677, 690, 703, 716, 729, 743, 758, 772, 787, 802]",2,BET STRUCTURE
"Pouvez-vous nous indiquer la possibilité de découper les voiles ci-dessus suite aux remarques du BC, dans l’attente. Certains voiles sont non porteurs ",['28-06-2012'],"[59, 60, 61, 62]","[426, 442, 458, 472]",2,BET STRUCTURE
Prendre en compte le déplacement des compteurs AEP dans le local de tri sélectif ,['10-05-2010'],"[8, 9, 10, 11, 12, 13, 14]","[65, 78, 99, 120, 134, 153, 165]",41,BET STRUCTURE
Prendre en compte le déplacement des locaux chlore et acide pour agrandissement du local PAC ,['10-05-2010'],"[8, 9, 10, 11, 12, 13, 14]","[65, 78, 99, 120, 134, 153, 165]",37,BET STRUCTURE
"REMARQUE SICRE / BSM 
trouvez ci après nos observations sur les éléments reçus :  
- note de calculs des assemblages du bassin ludique : pas d'observation. Je confirme qu'il n'y a pas de contreflèche prévue sur les bois lamellés collés.
La charpente du bassin ludique étant visible, il n'y a pas de stabilité au feu exigée. 
- charpente zones hall et administration : le chéneau de l'administration doit être conforme au plan CM09 et CM10 (tube 100*100*4, console IPE180
et HEA100, fixation par tiges traversantes). Sur l'auvent d'entrée de hall, une synthèse doit être faite avec STEREC. Détail A : nous attirons l'attention
sur le fait que le tasseau support de bac de gauche a une arase supérieure variable. 
- proposition d'ossatures de chéneaux de l'entreprise VASSEUR et ROVIS (déjà répondu le 23-11-11). Détail 15 : l'attache par cheville doit être
justifiée, nous avions prévu des tiges traversantes. Détail 16 : prévoir des raidisseurs comme indiquéssur l'envoi du 23-11-11. Détail 17 : ce détail
n'existe pas, à moins qu'il y ait eu une modification de la charpente. A nous préciser ou à nous localiser. ",['01-12-2011'],"[29, 30]","[323, 334]",11,BET STRUCTURE
"Répondre à la demande de TOMMASINI sur les recharges dans le bassin d’apprentissage,(transmettre les valeurs de béton en plus et d’eau en moins).",['12-01-2012'],"[29, 30, 31, 32]","[323, 334, 345, 358]",17,BET STRUCTURE
Réponse ADEX 11 à 14 faite au BC ,['25-08-2011'],"[18, 19]","[215, 226]",34,BET STRUCTURE
"SUITE ADEX 14 
Faisant suite à votre bordereau réponses suivant nos observations reprises dans notre ADEX n°14, veuillez 
trouver ci-après nos remarques : 
- Vérification tubes Æ 200 x 200 x 5 pour reprise des façades mur rideau : ---> réserve levée concernant la 
structure tubulaire, toutefois reste la position de l'entreprise PMN pour juger de la compatibilité de 
déformations tubes avec le vitrage en murs rideaux : dans l'attente de confirmation PMN sur ce point. 
Concernant nos observations sur note de calculs NDC 02 A : 
- Page 10 : --->Provenance de l'acier utilisé, mode opératoire pour PRS, justification des cordons de 
soudures : réserves maintenues. 
- Page 29 : ----> Idem page 10 
- Page 36 : ----> Observation levée concernant la réponse SICRE sur le tube plein de 60 mm 
Concernant les autres remarques : nos observations sont maintenues.. 
- Page 45 : ---->Observations maintenues concernant les tubes : aucune information sur la provenance des 
tubes utilisés. 
- Page 49 : ----> Observations maintenues : en attente de réponses de BSM 
- Page 66 : -----> Idem page 49 
- Page 74 : -----> Pourquoi ne prenez-vous pas de boulons HR pour les assemblages ??? 
- Page 97 : -----> Observations maintenues : vérification non transmise. ",['01-09-2011'],"[19, 20]","[226, 238]",45,BET STRUCTURE
"SYNTHESE : 
Réunion du 10 mai 2011 chez Imatec 
présents: 
Imatec 
Soja 
Bet Sicre 
Suite à cette réunion, nous avons pris note des points suivants: 
Soja doit diffuser pour la fin de cette semaine ou au plus tard pour le tout début de la semaine 
prochaine le plan EXE de tous les réseaux en sous oeuvre en tenant compte pour les éviter, des 
longrines et des pieux de fondations. 
Suite impossibilité de passer par l'extérieur, un des réseaux PAC doit passer sous le bâtiment 
(passages sous longrines) 
Soja doit voir avec Octant avant la fin de cette semaine la possibilité de déplacer le local Acide et 
supprimer le local Floculent pour agrandir le local PAC. => incidence sur structure 
La mise au point de l'aménagement du local PAC doit se faire pour la semaine prochaine 
=> incidences très certaines sur la structure. 
Imatec doit donner les caractéristiques, contraintes de mise en oeuvre et l'altimétrie de la cuve Ultrafiltration. 
Soja doit diffuser pour fin de semaine prochaine ses plans d' EXE de tous les réseaux du rez de 
jardin après synthèses entre les différents réseaux et la structure. 
Imatec souhaite que sur ses plans d' EXE Soja mette en même temps les dimensions et altimétries 
des réservations à prévoir dans la structure. 
Soja doit définir toutes les dimensions des ventilations nécessaires aux différents locaux. 
Le niveau du radier sous le bac tampon du bassin ludique doit être revu en fonction de 
l'encombrement en hauteur du bac, de son accessibilité et des réseaux au dessus. 
Les gaines d'amenée d'air en rez de jardin seront en tôle. 
La réservation dans l'angle du local traitement d'eau et la gaine maçonnée de rejet d'air peut n'avoir 
que 1,20m de large afin d'éviter la jonction des murs. ",['10-05-2010'],"[8, 9]","[65, 78]",35,BET STRUCTURE
Salutations ,['01-12-2011'],"[29, 30]","[323, 334]",13,BET STRUCTURE
Transmettre au Gros œuvre les plans structure en format papier + mail ,['15-03-2011'],"[1, 2, 3, 4, 5, 6, 7]","[4, 11, 19, 27, 36, 46, 55]",2,BET STRUCTURE
"Transmettre et répondre aux demande de Monsieur  KIEFER sur l’implantation des trémies pour les amenées d’air frais de la gaine du
bassin sportif, cette demande est urgente et nous devons reprendre la zone ",['09-02-2012'],"[31, 32]","[345, 358]",5,BET STRUCTURE
Transmettre la descente de charge de la charpente au lot charpente pour vérification ,['15-03-2011'],"[1, 2, 3, 4, 5, 6, 7]","[4, 11, 19, 27, 36, 46, 55]",6,BET STRUCTURE
Transmettre la liste prévisionnelle des plans EXE ,['15-03-2011'],[1],[4],4,BET STRUCTURE
Transmettre la liste prévisionnelle des plans EXE A FAIRE ,['15-03-2011'],"[2, 3]","[11, 19]",4,BET STRUCTURE
Transmettre la liste prévisionnelle des plans EXE RAPPEL ,['15-03-2011'],"[4, 5, 6, 7]","[27, 36, 46, 55]",4,BET STRUCTURE
Transmettre le plan de charpente à PMN le menuiser aluminium F ,['07-07-2011'],"[16, 17]","[188, 204]",27,BET STRUCTURE
Transmettre le plan d’implantation des 4 pieux pour les pédiluves ,['09-06-2011'],"[12, 13, 14]","[134, 153, 165]",20,BET STRUCTURE
Transmettre les plans RDC + R+1 suite reprise des réservations FORCLUM ,['21-09-2011'],"[22, 23]","[260, 271]",8,BET STRUCTURE
